url,designation,ancient_author,ancient_recipient,date,provenience,ruler,genre,dialect,script,sender_loc
http://oracc.org/saao/saa13/P336800,SAA 13 186,Aplaya of Kurba’il,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Priestly Letter,,Neo-Assyrian,
http://oracc.org/saao/saa10/P236964,SAA 10 169,Zakir,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P236973,SAA 10 163,Nabu-iqbi of Cutha,,668-631,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237039,SAA 10 159,Bel-naṣir,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237220,SAA 10 160,Marduk-šapik-zeri,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237234,SAA 10 111,Bel-ušezib,,675,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237237,SAA 10 170,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237252,SAA 10 172,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237270,SAA 10 179,Kudurru,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237275,SAA 10 164,Nabu-iqbi of Cutha,,668-631,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237278,SAA 10 120,Bel-ušezib,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237306,SAA 10 158,Ašaredu the Younger,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237348,SAA 10 121,Bel-ušezib,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237439,SAA 10 156,Ašaredu the Younger,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237462,SAA 10 113,Bel-ušezib,,676,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237537,SAA 10 110,Bel-ušezib,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237686,SAA 10 178,Aqaraya,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237694,SAA 10 180,Naṣiru,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237763,SAA 10 373,Ninurta-aha-iddin,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237791,SAA 10 371,Kudurru,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237811,SAA 10 168,Zakir,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237822,SAA 10 154,Aplaya of Borsippa,,672-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237826,SAA 10 155,Ašaredu the Younger,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237827,SAA 10 374,Ninurta-aha-iddin,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237880,SAA 10 114,Bel-ušezib,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237903,SAA 10 313,Nabu-šuma-lišir,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237926,SAA 10 171,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237937,SAA 10 183,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237964,SAA 10 166,Rašil,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P237969,SAA 10 165,Nergal-eṭir,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P238025,SAA 10 167,Rašil,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P238052,SAA 10 112,Bel-ušezib,,675,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P238329,SAA 10 372,Kudurru,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P238465,SAA 10 161,Munnabitu,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P238595,SAA 10 115,Bel-ušezib,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P238673,SAA 10 162,Nabu-iqbi of Cutha,,668-631,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P238887,SAA 10 116,Bel-ušezib,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P238936,SAA 10 157,Ašaredu the Younger,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P239192,SAA 10 117,Bel-ušezib,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P240153,SAA 10 118,Bel-ušezib,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P240176,SAA 10 119,Bel-ušezib,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P258805,SAA 10 295,Esarhaddon,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313418,SAA 10 336,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313423,SAA 10 381,,,657,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313436,SAA 10 316,Urad-Nanaya,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313438,SAA 10 326,Urad-Nanaya,,669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313443,SAA 10 214,Adad-šumu-uṣur,,669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313446,SAA 10 185,Adad-šumu-uṣur,,672,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313449,SAA 10 355,Mar-Issar,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313460,SAA 10 145,Scribes of Kilizi,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313463,SAA 10 258,Marduk-šakin-šumi,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313464,SAA 10 219,Adad-šumu-uṣur,,669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313465,SAA 10 304,Nabu-naṣir,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313467,SAA 10 325,Urad-Nanaya,,669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313484,SAA 10 187,Adad-šumu-uṣur,,672,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313490,SAA 10 354,Mar-Issar,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313499,SAA 10 017,Issar-šumu-ereš,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313503,SAA 10 192,Adad-šumu-uṣur,,672-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313512,SAA 10 293,Urad-Gula,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313520,SAA 10 321,Urad-Nanaya,,672-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313521,SAA 10 368,Mar-Issar,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313526,SAA 10 345,Nabu-zeru-iddina,,650,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313530,SAA 10 062,"Balasi, Nabu-ahhe-eriba",,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313531,SAA 10 356,Mar-Issar,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313532,SAA 10 380,,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313534,SAA 10 268,Marduk-šakin-šumi,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313536,SAA 10 367,Mar-Issar,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313538,SAA 10 292,Urad-Gula,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313545,SAA 10 223,Adad-šumu-uṣur,,669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313554,SAA 10 182,...i,,670-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313558,SAA 10 360,Mar-Issar,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313561,SAA 10 069,Nabu-ahhe-eriba,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313564,SAA 10 097,Akkullanu,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313567,SAA 10 265,Marduk-šakin-šumi,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313568,SAA 10 203,Adad-šumu-uṣur,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313569,SAA 10 384,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313570,SAA 10 029,Issar-šumu-ereš,,668,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313572,SAA 10 317,Urad-Nanaya,,671,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313574,SAA 10 108,Akkullanu,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313592,SAA 10 037,Issar-šumu-ereš,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313599,SAA 10 208,Adad-šumu-uṣur,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313602,SAA 10 101,Akkullanu,,655,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313606,SAA 10 230,Adad-šumu-uṣur,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313611,SAA 10 387,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313621,SAA 10 004,Issar-šumu-ereš,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313649,SAA 10 146,Scribes of Kilizi,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313656,SAA 10 105,Akkullanu,,650,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313669,SAA 10 312,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313705,SAA 10 327,Urad-Nanaya,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313708,SAA 10 150,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313713,SAA 10 335,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313752,SAA 10 376,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313764,SAA 10 271,Marduk-šakin-šumi,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313771,SAA 10 239,Marduk-šakin-šumi,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313824,SAA 10 184,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313830,SAA 10 102,Akkullanu,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313890,SAA 10 036,Issar-šumu-ereš,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313896,SAA 10 065,Balasi,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313908,SAA 10 337,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313921,SAA 10 378,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P313994,SAA 10 039,Balasi,,671,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314005,SAA 10 011,Issar-šumu-ereš,,671,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314015,SAA 10 064,Balasi,,668,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314020,SAA 10 272,Marduk-šakin-šumi,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314170,SAA 10 310,,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314178,SAA 10 153,Nabu-ahhe-šallim,,668-631,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314279,SAA 10 250,Marduk-šakin-šumi,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314306,SAA 10 237,Marduk-šakin-šumi,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314309,SAA 10 103,Akkullanu,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314324,SAA 10 151,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314333,SAA 10 388,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314335,SAA 10 389,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314337,SAA 10 269,Marduk-šakin-šumi,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314338,SAA 10 287,Nabu-nadin-šumi,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314341,SAA 10 311,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314342,SAA 10 270,Marduk-šakin-šumi,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314348,SAA 10 385,,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314352,SAA 10 038,Issar-šumu-ereš,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314354,SAA 10 152,,,669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314360,SAA 10 248,Marduk-šakin-šumi,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314364,SAA 10 299,Nabu-naṣir,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314371,SAA 10 288,Nabu-nadin-šumi,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P314373,SAA 10 375,Urad-Dagana,,672-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333953,SAA 10 222,Adad-šumu-uṣur,,672-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333954,SAA 10 226,Adad-šumu-uṣur,,666,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333955,SAA 10 191,Adad-šumu-uṣur,,672-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333956,SAA 10 210,Adad-šumu-uṣur,,669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333957,SAA 10 196,Adad-šumu-uṣur,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333958,SAA 10 228,Adad-šumu-uṣur,,666,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333959,SAA 10 197,Adad-šumu-uṣur,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333960,SAA 10 229,Adad-šumu-uṣur,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333961,SAA 10 218,Adad-šumu-uṣur,,669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333962,SAA 10 186,Adad-šumu-uṣur,,672-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333963,SAA 10 256,"Adad-šumu-uṣur, Marduk-šakin-šumi",,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333964,SAA 10 194,Adad-šumu-uṣur,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333965,SAA 10 204,Adad-šumu-uṣur,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333966,SAA 10 231,"Adad-šumu-uṣur, Marduk-šakin-šumi",,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333967,SAA 10 209,"Adad-šumu-uṣur, Marduk-šakin-šumi",,669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333968,SAA 10 232,"Adad-šumu-uṣur, Urad-Ea, Issar-šumu-ereš, Akkullanu",,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333969,SAA 10 257,Marduk-šakin-šumi,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333970,SAA 10 255,Marduk-šakin-šumi,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333971,SAA 10 241,Marduk-šakin-šumi,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333972,SAA 10 260,Marduk-šakin-šumi,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333973,SAA 10 264,Marduk-šakin-šumi,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333974,SAA 10 263,Marduk-šakin-šumi,,669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333975,SAA 10 240,Marduk-šakin-šumi,,671,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333976,SAA 10 238,Marduk-šakin-šumi,,672-671,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333977,SAA 10 261,Marduk-šakin-šumi,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333978,SAA 10 234,Marduk-šakin-šumi,,673,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333979,SAA 10 344,Urad-Ea,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333980,SAA 10 343,Urad-Ea,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333981,SAA 10 339,Urad-Ea,,680-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333983,SAA 10 015,Issar-šumu-ereš,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333984,SAA 10 024,"Issar-šumu-ereš, Adad-šumu-uṣur, Marduk-šakin-šumi",,669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333985,SAA 10 007,Issar-šumu-ereš,,672,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333986,SAA 10 010,Issar-šumu-ereš,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333987,SAA 10 018,Issar-šumu-ereš,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333988,SAA 10 013,Issar-šumu-ereš,,672-669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333989,SAA 10 023,Issar-šumu-ereš,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333990,SAA 10 026,Issar-šumu-ereš,,669,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333991,SAA 10 034,Issar-šumu-ereš,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333992,SAA 10 035,Issar-šumu-ereš,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333993,SAA 10 028,Issar-šumu-ereš,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333994,SAA 10 098,Akkullanu,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333995,SAA 10 096,Akkullanu,,665-660,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333996,SAA 10 091,Akkullanu,,666,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333997,SAA 10 092,Akkullanu,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333998,SAA 10 090,Akkullanu,,666,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P333999,SAA 10 093,Akkullanu,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P334000,SAA 10 099,Akkullanu,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P334001,SAA 10 095,Akkullanu,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P334002,SAA 10 094,Akkullanu,,666,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P334003,SAA 10 278,Nabu-nadin-šumi,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P334004,SAA 10 279,Nabu-nadin-šumi,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P334005,SAA 10 276,Nabu-nadin-šumi,,666,Kuyunjik (Nineveh),Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P334006,SAA 10 280,Nabu-nadin-šumi,,680-631,Kuyunjik (Nineveh),Esarhaddon or Ashurbanipal,Scholarly Letter,,,
http://oracc.org/saao/saa10/P334007,SAA 10 274,Nabu-nadin-šumi,,670,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
http://oracc.org/saao/saa10/P334008,SAA 10 273,Nabu-nadin-šumi,,672,Kuyunjik (Nineveh),Esarhaddon,Scholarly Letter,,,
