tlemma,slemma,rlemma,tidx,sidx,ridx,tword,sword,rword,pcom,sennum,tnum,Translation,Speaker,Addressee,Sender,Recipient,Document_type,Verb_metaphor_status,Verb_metonymy_status,PP_type,PP_metaphor_status,PP_metonymy_status,Bad_analysis,Notes
šaṭāru,pû,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s159_134,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s159_133,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s159_132,lišṭur,pîšu,,http://oracc.org/saao/saa16/P334299,159,159,"write it down from his dictation, (ultu pišu)",,,,,,Literal,,AJ,Basic+,,,ulti pīšu = according to him
namāšu,libbu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s168_29,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s168_27,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s168_26,nuttammiš,libbi,ultu,http://oracc.org/saao/saa16/P334548,168,168,"On the 17th, we s[et out] from [M]alaku.",,,,,,Literal,,EA,Basic,,,ulti libbi = (set out from)
našû,pānu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s169_7,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s169_5,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s169_4,ittiši,pān,,http://oracc.org/saao/saa16/P334833,169,169,He took 6 minas worth [of gold from Ilumma-le'i]. (ultu pani),,,,,,Literal,,EA,Basic,,,Why našû ultu pāni insteal of laqû ?
sahāru,pānu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s183_61,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s183_58,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s183_57,usahhara,pān,,http://oracc.org/saao/saa16/P334034,183,183,none of them can turn his iron sword away from his colleague. (ultu pan),,,,,,Literal,,EA,Basic,,,Literary?
šapāru,libbu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s198_103,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s198_101,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s198_100,issaparūni,libbi,,http://oracc.org/saao/saa16/P334666,198,198,They have written to me from the palace: (ultu libbi),,,,,,Literal,M,EA,Basic,,,
halāqu,libbu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s201_55,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s201_53,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s201_52,tuhallāqa,libbi,,http://oracc.org/saao/saa16/P314347,201,201,you will delete th[eir] seed [from Assyria and from] your [pala]ce! (ultu libbi),,,,,,Basic+,,EA,Basic+,,,
maqātu,libbu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s216_126,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s216_125,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s216_124,tattuqut,libbi,,http://oracc.org/saao/saa16/P336177,216,216,) one [...] house outside the city garrison and one inside it have collapsed.,,,,,,,,,,,x,
malāhu,libbu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s216_40,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s216_39,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s216_38,ittamlah,libbi,ultu,http://oracc.org/saao/saa16/P336177,216,216,(only a stretch of) 30.5 cubits was torn out of it,,,,,,Literal,,EA,Basic,,,ultu libbi = out form it
qabû,libbu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s29_33,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s29_31,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s29_30,iqṭibûni,libbi,,http://oracc.org/saao/saa16/P334089,29,29,hey have told me from the Palace ( TAv ŠÀ É.GAL* iq-ṭi-bu-u-ni),,,,,,Literal,M,EA,Basic,,,Interesting metonymy
tadānu,libbu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s40_45,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s40_43,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s40_42,niddan,libbi,,http://oracc.org/saao/saa16/P334283,40,40,"""We will supply red wool from the palace (ultu libbi)",,,,,,Literal,,EA,Basic,,,
etēqu,pānu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s42_33,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s42_29,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s42_28,etteqqūni,pān,,http://oracc.org/saao/saa16/P334812,42,42,"Those who (came for) the treaty had not yet finished leaving the presence of the king, (ultu pan)",,,,,,Literal,M,AJ,Basic,,,Interesting: etēqu ina pān šarri = have audience/be seen before king?
aṣû,libbu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_22,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_19,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_18,ussēṣia,libbi,,http://oracc.org/saao/saa16/P334325,55,55,the governor brought his wife out of the palace. (ultu libbi),,,,,,Literal,,EA,Basic,,,
harādu,libbu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s67_228,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s67_220,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s67_219,lahrid,libbi,,http://oracc.org/saao/saa16/P334818,67,67,And I (alone) out of the entire house of my father am bounding about like a dog.,,,,,,,,,,,x,
pazāru,pānu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s67_253,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s67_249,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s67_248,tupazzar,pān,,http://oracc.org/saao/saa16/P334818,67,67,"do not hide it from the king, your lord! (ultu pan)",,,,,,Basic+,,EA,Basic+,,,
nasāhu,pānu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s79_67,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s79_65,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s79_64,attasha,pān,,http://oracc.org/saao/saa16/P334869,79,79,I exacted silver from the me[rchants] (ultu pan),,,,,,Basic+,,EA,Basic+,,,Metaphorical interpretation based on nasāhu = 'to tear out'
manû,pānu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_50,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_41,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_40,munu,pān,,http://oracc.org/saao/saa16/P314339,85,85,[from] Sî-abu 20 minas of silver!,,,,,,,,,,,,Unclear 
sapāqu,pānu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_99,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_97,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_96,isappiqa,pān,,http://oracc.org/saao/saa16/P314339,85,85,It will be sufficient for my people (ultu pani nēšēya),,,,,,Literal,,EA?,Basic+,,,Unclear how to interpret ultu pāni
mâtu,rēšu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s8_25,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s8_19,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s8_18,ušmâttanni,rēši,,http://oracc.org/saao/saa16/P334623,8,8,My brother tried to make Bel-zeru-ibni kill me,,,,,,,,,,,x,
